Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All
10/19/2010,206558,46130,8758,65416,85212,124073,196757,198246,9801,8312,22.3,4.2,31.7,41.3,60.1,95.3,96,4.7,4,20.5,19.8,32.4,29.8,12,9.6,19.1,16.1
10/12/2010,198452,42038,9908,63500,82661,116000,188199,189408,10253,9044,21.2,5,32,41.7,58.5,94.8,95.4,5.2,4.6,20.9,19.2,33.1,30,12.3,9.5,19.6,15.8
10/5/2010,194718,41338,9488,63534,80538,113424,185410,186446,9308,8272,21.2,4.9,32.6,41.4,58.3,95.2,95.8,4.8,4.2,20.6,19.8,32.9,30.1,12.6,9.5,19.9,15.8
9/28/2010,206768,49205,9473,66377,79333,120791,194915,196641,11853,10127,23.8,4.6,32.1,38.4,58.4,94.3,95.1,5.7,4.9,19.9,18.8,31.7,29.4,12,9.9,19.4,16.5
9/21/2010,202868,49861,8969,63650,78243,120583,191755,193202,11113,9666,24.6,4.4,31.4,38.6,59.4,94.5,95.2,5.5,4.8,19.8,19,31.8,29.8,12.3,10,20.4,16.7
9/14/2010,208541,53741,9904,66090,78614,123502,198446,199496,10095,9044,25.8,4.7,31.7,37.7,59.2,95.2,95.7,4.8,4.3,19,18.7,30.9,29.8,12.2,10.4,20.1,17.3
9/7/2010,210523,52497,10150,68220,80345,123419,201062,201789,9461,8734,24.9,4.8,32.4,38.2,58.6,95.5,95.9,4.5,4.1,18.6,18.1,30.1,29.5,11.9,10.6,19.6,16.9
8/31/2010,196270,48684,9635,61821,77834,117759,188338,189215,7932,7055,24.8,4.9,31.5,39.7,60,96,96.4,4,3.6,18.7,18.1,30.8,30,12.7,11.2,20.5,17.5
8/24/2010,196426,50769,9827,58132,78698,119800,187599,187758,8827,8668,25.8,5,29.6,40.1,61,95.5,95.6,4.5,4.4,18.3,18.3,30.2,30.1,12.7,11.3,20.9,17.7
8/17/2010,209065,58413,10338,60716,80769,130679,199898,201734,9168,7332,27.9,4.9,29,38.6,62.5,95.6,96.5,4.4,3.5,18.1,19.3,30.7,31.7,12.3,12.1,20.3,19
8/10/2010,229713,56638,10037,75587,86626,135492,218852,221116,10861,8597,24.7,4.4,32.9,37.7,59,95.3,96.3,4.7,3.7,16.9,17.6,28,29.1,11.1,11,18.2,17.2
8/3/2010,233834,56865,10587,76697,89305,138491,222868,225776,10966,8058,24.3,4.5,32.8,38.2,59.2,95.3,96.6,4.7,3.4,17.2,18.1,28,29.4,11.1,11.4,17.8,17.5
7/27/2010,227651,54996,10039,73451,88039,135560,216487,219051,11165,8600,24.2,4.4,32.3,38.7,59.5,95.1,96.2,4.9,3.8,17.3,18.1,28.3,29.2,11.3,11.1,18.1,17.3
7/20/2010,230138,55576,12433,73344,89742,135352,218662,221129,11475,9009,24.1,5.4,31.9,39,58.8,95,96.1,5,3.9,17.4,18.3,28.9,30,11.2,11.1,17.7,17.2
7/13/2010,231399,55336,12235,73606,91035,137129,219977,222970,11422,8428,23.9,5.3,31.8,39.3,59.3,95.1,96.4,4.9,3.6,17.9,18.9,29.4,30.3,10.9,10.8,17.5,16.5
7/6/2010,231186,54205,13082,76223,90926,134465,221354,223770,9833,7416,23.4,5.7,33,39.3,58.2,95.7,96.8,4.3,3.2,18.6,19.4,29.8,31.2,10.6,10.6,17.4,16.2
6/29/2010,234775,53938,14142,78836,90717,133046,223491,226025,11284,8750,23,6,33.6,38.6,56.7,95.2,96.3,4.8,3.7,18.7,19.7,29.5,30.8,10.6,10.7,17.3,16
6/22/2010,225842,52595,14828,73491,87317,127102,213403,215421,12439,10421,23.3,6.6,32.5,38.7,56.3,94.5,95.4,5.5,4.6,18.1,18.8,29.4,30.3,11.1,11.1,17.5,16.9
6/15/2010,212636,46463,17859,70405,82751,110995,199619,199259,13017,13377,21.9,8.4,33.1,38.9,52.2,93.9,93.7,6.1,6.3,16.5,16.9,29.1,28.8,12.2,11.7,18.5,17.7
6/8/2010,190784,32801,24588,60670,86229,95450,179700,180708,11084,10076,17.2,12.9,31.8,45.2,50,94.2,94.7,5.8,5.3,18.8,18.2,32.1,28.2,13.5,10.9,21,17.6
6/1/2010,185142,35377,21823,54349,85705,98548,175430,174721,9712,10421,19.1,11.8,29.4,46.3,53.2,94.8,94.4,5.2,5.6,18.1,17.5,30.6,28,14,11.6,21.4,19.1
5/25/2010,183809,33083,26417,51379,89898,95646,174360,173442,9449,10367,18,14.4,28,48.9,52,94.9,94.4,5.1,5.6,18,16.8,30.4,27.7,14.4,11.9,22.3,19.1
5/18/2010,174591,33290,20921,48900,83234,95526,165425,165347,9167,9244,19.1,12,28,47.7,54.7,94.7,94.7,5.3,5.3,18.4,17.8,31.2,28.9,15.2,12.3,22.8,19.6
5/11/2010,178346,33746,21459,49354,82613,95172,165713,165985,12633,12361,18.9,12,27.7,46.3,53.4,92.9,93.1,7.1,6.9,18.3,17.5,30.9,28.3,15,12.3,22.7,19.7
5/4/2010,175020,35283,22306,47845,80464,93895,163591,164046,11428,10974,20.2,12.7,27.3,46,53.6,93.5,93.7,6.5,6.3,18,17.5,30.8,28.5,15.2,12.7,23.1,20.4
4/27/2010,174814,32375,29483,46568,85535,90529,164477,166579,10337,8235,18.5,16.9,26.6,48.9,51.8,94.1,95.3,5.9,4.7,18.1,17.7,31.6,29.6,15,13,22.9,20.2
4/20/2010,165473,30377,23108,40000,85193,93892,155570,157000,9903,8473,18.4,14,24.2,51.5,56.7,94,94.9,6,5.1,19.7,18.9,34.1,31.1,15.9,13.6,24.2,21.7
4/13/2010,162077,30083,14391,37552,82868,101634,150503,153577,11573,8499,18.6,8.9,23.2,51.1,62.7,92.9,94.8,7.1,5.2,20.9,22.8,35.5,35.7,16,15.4,24.7,22.4
4/6/2010,166294,35183,12210,42786,77181,102432,155150,157428,11145,8866,21.2,7.3,25.7,46.4,61.6,93.3,94.7,6.7,5.3,19,19.8,32.4,31.8,15.8,15.1,24.6,22.4
3/30/2010,164559,35365,13515,42134,76856,100686,154356,156335,10203,8224,21.5,8.2,25.6,46.7,61.2,93.8,95,6.2,5,18.5,19.8,31.5,31.4,15.4,15.5,24.4,22.8
3/23/2010,156028,30799,17767,38956,76936,91384,146690,148107,9337,7921,19.7,11.4,25,49.3,58.6,94,94.9,6,5.1,19,18.9,32.2,30.8,16,15.5,25.8,23.5
3/16/2010,152708,29646,20578,36792,77352,87714,143790,145084,8919,7625,19.4,13.5,24.1,50.7,57.4,94.2,95,5.8,5,20,19.3,33.4,31.1,16.1,15.2,26.7,23.5
3/9/2010,155498,28947,20077,38768,77304,87745,145020,146591,10478,8907,18.6,12.9,24.9,49.7,56.4,93.3,94.3,6.7,5.7,20.4,20.2,33.7,31.7,15.7,15,26.1,23.3
3/2/2010,149554,28247,19875,35131,76863,86448,140242,141454,9312,8099,18.9,13.3,23.5,51.4,57.8,93.8,94.6,6.2,5.4,20.3,20.1,34.1,31.9,16.2,15.5,27.3,24.1
2/23/2010,147548,30843,19471,31184,76465,89701,138492,140356,9056,7192,20.9,13.2,21.1,51.8,60.8,93.9,95.1,6.1,4.9,18.7,19.4,33.1,31.5,16.3,16,27.4,24.8
2/16/2010,150277,32442,18108,30042,79382,94470,141867,142621,8411,7657,21.6,12.1,20,52.8,62.9,94.4,94.9,5.6,5.1,19.4,20.7,33,32.6,16.1,16.4,26.7,25.1
2/9/2010,167958,30659,18082,40235,83897,98498,154791,156815,13166,11143,18.3,10.8,24,50,58.6,92.2,93.4,7.8,6.6,17.5,18.7,30.7,30.5,14.4,14.5,23.6,22.2
2/2/2010,160748,32035,14260,40795,79932,99742,152762,154798,7985,5950,19.9,8.9,25.4,49.7,62,95,96.3,5,3.7,16.1,18.6,29.9,31.4,15.3,15.7,24.7,23.8
1/26/2010,157148,36927,10618,36763,74130,104307,147820,151688,9328,5460,23.5,6.8,23.4,47.2,66.4,94.1,96.5,5.9,3.5,16.2,19.8,29.4,31.5,16,16.9,27,26.4
1/19/2010,158450,39452,9144,35843,72420,106634,147715,151621,10735,6829,24.9,5.8,22.6,45.7,67.3,93.2,95.7,6.8,4.3,15.9,19.7,29,31.5,15.7,17,26.7,26.9
1/12/2010,156729,39231,9336,35737,70385,105013,145352,150085,11377,6644,25,6,22.8,44.9,67,92.7,95.8,7.3,4.2,16.2,19.9,28.7,31.5,16.2,17.1,26.3,26.8
1/5/2010,154613,36277,10398,35415,71580,101729,143272,147542,11341,7071,23.5,6.7,22.9,46.3,65.8,92.7,95.4,7.3,4.6,17.2,19.8,29.8,31.7,17.2,17.4,27.6,26.9
12/29/2009,150969,36150,7552,32876,70265,103010,139292,143438,11677,7531,23.9,5,21.8,46.5,68.2,92.3,95,7.7,5,17.9,20.2,30.7,32.5,17.9,17.9,28.3,27.8
12/22/2009,159072,44000,8930,34487,68853,108414,147340,151831,11732,7241,27.7,5.6,21.7,43.3,68.2,92.6,95.4,7.4,4.6,16.9,19.4,29.2,31.6,16.9,17.1,26.7,26.9
12/15/2009,158299,45561,8635,35195,66703,107893,147459,151723,10840,6577,28.8,5.5,22.2,42.1,68.2,93.2,95.8,6.8,4.2,16.9,19.5,29.9,31.7,16.9,17,26.4,27.2
12/8/2009,147623,39381,7786,32918,64915,100074,137214,140778,10409,6845,26.7,5.3,22.3,44,67.8,92.9,95.4,7.1,4.6,17.9,20.3,31.3,32.1,17.9,17.7,28.1,27.6
12/1/2009,137520,34799,7171,29421,63680,94713,127900,131305,9620,6215,25.3,5.2,21.4,46.3,68.9,93,95.5,7,4.5,19.4,20.9,33,32.9,19.4,17.1,30.2,27.3
11/24/2009,129398,29407,6120,26888,64413,90319,120708,123327,8690,6072,22.7,4.7,20.8,49.8,69.8,93.3,95.3,6.7,4.7,20.1,24.5,35.4,37.1,20.1,19,31.5,29.6
11/17/2009,134595,31412,6519,25492,68604,95768,125508,127779,9087,6816,23.3,4.8,18.9,51,71.2,93.2,94.9,6.8,5.1,19.5,27.9,35.6,40.2,19.3,21.4,30.2,31.8
11/9/2009,163911,44762,7456,39149,69576,109376,153486,155981,10425,7930,27.3,4.5,23.9,42.4,66.7,93.6,95.2,6.4,4.8,17,20.4,30.1,33.7,15.6,15.6,25.5,25.6
11/3/2009,160172,43425,7600,42032,64343,103211,149800,152843,10372,7329,27.1,4.7,26.2,40.2,64.4,93.5,95.4,6.5,4.6,17.8,21,30.1,32.6,15.9,15.8,25.3,25.5
10/27/2009,153465,43718,8428,37938,62474,100883,144130,147249,9335,6216,28.5,5.5,24.7,40.7,65.7,93.9,95.9,6.1,4.1,18.1,21.4,29.5,33.3,16.5,16.4,25.7,26.5
10/20/2009,155773,44538,9380,39411,61450,100293,145400,149084,10374,6689,28.6,6,25.3,39.4,64.4,93.3,95.7,6.7,4.3,18.1,21.6,28.9,32.9,15.7,15.6,24.2,25.5
10/13/2009,140961,35763,8593,33925,61159,90413,130846,132930,10114,8031,25.4,6.1,24.1,43.4,64.1,92.8,94.3,7.2,5.7,18.9,21.7,30.1,32.9,17,16.5,25.2,26.2
10/6/2009,130961,28531,8892,31143,62836,85427,122511,125463,8450,5498,21.8,6.8,23.8,48,65.2,93.5,95.8,6.5,4.2,18.8,21,30.6,32.3,18.6,17.4,27.3,27.2
9/29/2009,124593,26979,7393,27943,62308,83910,117231,119246,7362,5347,21.7,5.9,22.4,50,67.3,94.1,95.7,5.9,4.3,19.5,21.8,31,33.9,19.3,18.5,28.4,29
9/22/2009,131583,29715,8489,30654,62984,86045,123353,125187,8231,6396,22.6,6.5,23.3,47.9,65.4,93.7,95.1,6.3,4.9,19.8,22.3,31.5,34.3,18.5,17.9,27.7,28.5
9/15/2009,122119,25308,13052,26829,62493,76418,114630,116298,7489,5821,20.7,10.7,22,51.2,62.6,93.9,95.2,6.1,4.8,19.7,21.2,31.4,33,19.5,18.5,28.4,28.6
9/8/2009,118725,21060,15172,26666,63089,70023,110816,111861,7909,6864,17.7,12.8,22.5,53.1,59,93.3,94.2,6.7,5.8,19.8,21.3,31,33.6,19.8,18.6,28.1,29.3
9/1/2009,116102,20224,12243,26358,61762,69994,108344,108595,7758,7507,17.4,10.5,22.7,53.2,60.3,93.3,93.5,6.7,6.5,20.5,21.9,31.4,33.5,20.3,18.5,28.5,28.9
8/25/2009,111943,22030,7562,24331,57812,73048,104174,104942,7769,7001,19.7,6.8,21.7,51.6,65.3,93.1,93.7,6.9,6.3,20.5,21.9,31.4,35.5,20.5,19.5,28.8,30.4
8/18/2009,120832,27345,4550,24726,60248,84372,112318,113648,8513,7183,22.6,3.8,20.5,49.9,69.8,93,94.1,7,5.9,19.3,22.9,32.5,37.1,18.9,17.9,26.7,29.2
8/11/2009,140619,29579,7010,37736,61448,86453,128763,131199,11856,9420,21,5,26.8,43.7,61.5,91.6,93.3,8.4,6.7,17.1,19.6,27.6,31.2,16.6,16,23.2,25.8
8/4/2009,136705,24168,9442,38301,63331,80578,125800,128321,10905,8384,17.7,6.9,28,46.3,58.9,92,93.9,8,6.1,17.5,20,28.6,30.9,17,15.9,23.9,24.8
7/28/2009,133484,21272,15057,34635,67082,75011,122990,124702,10494,8782,15.9,11.3,25.9,50.3,56.2,92.1,93.4,7.9,6.6,17.5,20.6,28.9,31.4,17,15.9,24.4,25.1
7/21/2009,136482,21525,16429,34673,69818,76750,126017,127853,10465,8629,15.8,12,25.4,51.2,56.2,92.3,93.7,7.7,6.3,17.7,21,28.8,32.1,16.5,15.9,24,25.4
7/14/2009,135436,20658,17485,32429,72726,76592,125813,126507,9623,8929,15.3,12.9,23.9,53.7,56.6,92.9,93.4,7.1,6.6,18,21.6,29.1,33.1,16.3,15.9,23.7,25.5
7/7/2009,141909,23427,15567,36557,72485,80762,132469,132886,9440,9023,16.5,11,25.8,51.1,56.9,93.3,93.6,6.7,6.4,18.2,21.9,30.8,32.6,16,15.5,22.9,24.4
6/30/2009,141516,24605,13981,36099,72389,84045,133092,134125,8424,7392,17.4,9.9,25.5,51.2,59.4,94,94.8,6,5.2,19.3,23,32.1,33.5,16.2,15.7,23.5,24.4
6/23/2009,142104,24486,10433,36039,72881,87421,133406,133892,8699,8212,17.2,7.3,25.4,51.3,61.5,93.9,94.2,6.1,5.8,18.1,25.4,30.9,35.5,15.3,18.3,24,26.2
6/16/2009,155270,29843,9052,39145,76427,99411,145415,147608,9855,7662,19.2,5.8,25.2,49.2,64,93.7,95.1,6.3,4.9,20.1,25.4,32.5,35.9,14,15.3,22.2,23.9
6/9/2009,178670,41147,7527,51441,74409,110619,166997,169587,11673,9083,23,4.2,28.8,41.6,61.9,93.5,94.9,6.5,5.1,16.8,22.1,27.6,32.1,11.8,13.8,20.4,22.3
6/2/2009,193057,46077,9851,58819,75793,115038,180690,183708,12367,9349,23.9,5.1,30.5,39.3,59.6,93.6,95.2,6.4,4.8,16.6,22.3,28.6,31.9,12.4,13.4,20.5,21.5
5/26/2009,182227,40677,10203,54310,74921,108001,169907,172514,12320,9713,22.3,5.6,29.8,41.1,59.3,93.2,94.7,6.8,5.3,17.2,23,28.7,33.2,11.6,13.9,20.4,22.3
5/19/2009,174424,36801,10887,50890,73922,103163,161613,164940,12812,9485,21.1,6.2,29.2,42.4,59.1,92.7,94.6,7.3,5.4,17.4,23.2,29,33.8,11.8,14.5,20,22.8
5/12/2009,167888,33434,12194,47202,75815,99841,156451,159238,11436,8650,19.9,7.3,28.1,45.2,59.5,93.2,94.8,6.8,5.2,18,20.9,29.5,31.3,12.1,12.5,20.7,20.6
5/5/2009,162761,31939,17206,44780,75232,92014,151951,154000,10810,8761,19.6,10.6,27.5,46.2,56.5,93.4,94.6,6.6,5.4,16.8,21.2,28,30.6,12.2,14.2,21,21.6
4/28/2009,153605,28058,20196,40994,76029,84259,145081,145450,8524,8155,18.3,13.1,26.7,49.5,54.9,94.5,94.7,5.5,5.3,16.7,21.5,28.4,30.9,12.5,14.4,21.9,23
4/21/2009,155916,27813,21696,40910,78736,85097,147459,147703,8457,8214,17.8,13.9,26.2,50.5,54.6,94.6,94.7,5.4,5.3,16.5,18.7,28.5,29.4,12.2,11.7,21.3,19.8
4/14/2009,167229,26840,17360,42540,88778,99866,158158,159767,9071,7462,16,10.4,25.4,53.1,59.7,94.6,95.5,5.4,4.5,22.3,24.5,33.3,34.1,11.3,11.7,19.8,19.6
4/7/2009,180478,27513,15949,53882,88721,102712,170116,172542,10362,7936,15.2,8.8,29.9,49.2,56.9,94.3,95.6,5.7,4.4,20.3,22.9,30.6,32.4,10.5,11.2,18.4,18.6
3/31/2009,180503,27734,19091,54117,89400,100391,171250,173599,9253,6905,15.4,10.6,30,49.5,55.6,94.9,96.2,5.1,3.8,20,22.4,30.2,31.6,10.4,11,18.5,18.3
3/24/2009,178041,26186,20318,53407,87426,95261,167019,168986,11022,9054,14.7,11.4,30,49.1,53.5,93.8,94.9,6.2,5.1,19.3,21.6,29.8,30.9,10.8,11.5,19.1,18.8
3/17/2009,173099,24588,25799,51907,87742,87836,164237,165543,8862,7556,14.2,14.9,30,50.7,50.7,94.9,95.6,5.1,4.4,19.7,22.4,30.1,31.7,10.9,12.2,19.4,19.3
3/10/2009,167338,23970,27842,51803,82383,78577,158157,158221,9181,9117,14.3,16.6,31,49.2,47,94.5,94.6,5.5,5.4,16.2,20,27,29.7,11.2,12.9,19.7,20.1
3/3/2009,161428,23197,26545,50911,78673,75472,152781,152928,8647,8499,14.4,16.4,31.5,48.7,46.8,94.6,94.7,5.4,5.3,16,20,26.7,30,11.7,13,20.7,20.5
2/24/2009,153837,24907,21581,46920,73398,72316,145225,140818,8612,13020,16.2,14,30.5,47.7,47,94.4,91.5,5.6,8.5,17.3,18.1,28.3,28.6,12.6,11.8,21.7,19.8
2/17/2009,159119,24376,19847,46630,79895,85374,150901,151851,8218,7268,15.3,12.5,29.3,50.2,53.7,94.8,95.4,5.2,4.6,19.4,22.8,30.8,34.5,12,13.4,21,21.2
2/10/2009,177922,24534,14622,59987,82578,93655,167099,168264,10823,9659,13.8,8.2,33.7,46.4,52.6,93.9,94.6,6.1,5.4,18.5,22.7,29.4,33.6,10.8,12.5,19,19.9
2/3/2009,179113,26195,16219,60549,82308,93815,169052,170583,10061,8530,14.6,9.1,33.8,46,52.4,94.4,95.2,5.6,4.8,19.3,23.3,30,34.2,10.6,12.5,18.9,19.8
1/27/2009,176674,27187,17499,58433,80765,92404,166385,168336,10289,8338,15.4,9.9,33.1,45.7,52.3,94.2,95.3,5.8,4.7,18.2,21.6,28.8,32.3,11,12.7,19.5,20.1
1/20/2009,166899,24149,21176,53941,78235,83141,156325,158258,10574,8641,14.5,12.7,32.3,46.9,49.8,93.7,94.8,6.3,5.2,18.7,21,29.3,32.2,11.3,13.6,20.2,21.5
1/13/2009,165820,22014,21903,53498,79568,80259,155081,155660,10740,10160,13.3,13.2,32.3,48,48.4,93.5,93.9,6.5,6.1,18.6,20.9,29.2,32.2,11.6,13.4,20.3,21.6
1/6/2009,166407,18220,25164,52552,87471,80827,158243,158543,8164,7864,10.9,15.1,31.6,52.6,48.6,95.1,95.3,4.9,4.7,17.5,21.7,29.4,33.8,12.3,13.7,21.6,21.3
12/30/2008,161748,15686,29179,49497,89578,75986,154762,154662,6986,7086,9.7,18,30.6,55.4,47,95.7,95.6,4.3,4.4,16.6,22.3,28.8,35.1,12.4,14.2,22.1,21.9
12/22/2008,159852,15468,27664,49045,88351,75590,152864,152299,6988,7553,9.7,17.3,30.7,55.3,47.3,95.6,95.3,4.4,4.7,16.7,22.3,28.7,35,12.3,14.1,22,21.8
12/16/2008,156807,15086,26377,47125,86746,74828,148957,148331,7851,8477,9.6,16.8,30.1,55.3,47.7,95,94.6,5,5.4,16.8,22,28.7,34.9,12.4,14.4,22,22.1
12/9/2008,155477,14615,28510,44721,89305,74063,148642,147295,6835,8182,9.4,18.3,28.8,57.4,47.6,95.6,94.7,4.4,5.3,18.1,21.9,30,34.2,13.3,14.5,23.3,22.3
12/2/2008,144467,15031,26196,37525,83835,72017,136392,135738,8075,8728,10.4,18.1,26,58,49.9,94.4,94,5.6,6,15.9,22.2,28.4,34.4,13.4,15.3,24,23.3
11/25/2008,141009,15362,25019,35951,82287,72104,133600,133073,7410,7936,10.9,17.7,25.5,58.4,51.1,94.7,94.4,5.3,5.6,16.6,26.8,29.1,38.5,13.7,18.2,24.4,25.2
11/18/2008,144399,15175,25468,34949,86443,75106,136567,135523,7831,8876,10.5,17.6,24.2,59.9,52,94.6,93.9,5.4,6.1,19.3,26.2,31.4,36.5,13.1,15.6,23.9,22.3
11/11/2008,194994,18316,29170,67010,103519,92590,188846,188770,6148,6224,9.4,15,34.4,53.1,47.5,96.8,96.8,3.2,3.2,17.5,23.1,29.1,35.3,9.6,11.1,17.7,17.3
11/4/2008,196089,15992,25077,72494,100819,92093,189306,189665,6783,6424,8.2,12.8,37,51.4,47,96.5,96.7,3.5,3.3,16.4,21.9,27.9,33.9,9.7,12.3,17.5,17.6
10/28/2008,202586,14461,26334,78992,103604,91071,197058,196398,5528,6188,7.1,13,39,51.1,45,97.3,96.9,2.7,3.1,17.9,22.6,28.9,35,9.5,11.8,17.9,17
10/21/2008,197804,14910,27550,73202,104458,91077,192569,191829,5234,5975,7.5,13.9,37,52.8,46,97.4,97,2.6,3,17.7,23.1,28.6,35.3,9.9,12.5,17.9,18
10/14/2008,196886,15405,27165,70252,105113,93033,190770,190450,6116,6436,7.8,13.8,35.7,53.4,47.3,96.9,96.7,3.1,3.3,17.3,23.2,28.3,34.7,10.1,12.4,18.1,18.2
10/7/2008,211850,16221,28348,78767,109470,97111,204458,204226,7392,7624,7.7,13.4,37.2,51.7,45.8,96.5,96.4,3.5,3.6,18.5,24,29.2,35.3,10,11.5,17.4,16.5
9/30/2008,194219,26795,25206,58646,103479,104755,188920,188607,5299,5612,13.8,13,30.2,53.3,53.9,97.3,97.1,2.7,2.9,20,26.8,32.2,36.8,13,13.4,22.3,19.1
9/23/2008,178317,28100,24536,54372,90921,94957,173393,173865,4924,4452,15.8,13.8,30.5,51,53.3,97.2,97.5,2.8,2.5,16.8,22.4,30,33.2,14.8,14.7,25.2,21
9/16/2008,177977,29321,22886,49040,92731,99905,171092,171830,6885,6146,16.5,12.9,27.6,52.1,56.1,96.1,96.5,3.9,3.5,16.7,22.4,29.9,32.2,15,15.2,25.6,21.6
9/9/2008,172502,33676,15315,46717,86729,106581,167122,168612,5380,3890,19.5,8.9,27.1,50.3,61.8,96.9,97.7,3.1,2.3,17.7,22.7,30.6,33.2,16.5,16.3,27.1,23.6
9/2/2008,172905,37942,15190,46170,83577,109085,167688,170445,5217,2460,21.9,8.8,26.7,48.3,63.1,97,98.6,3,1.4,18.4,22.8,30.7,33.6,16.3,16.2,26.7,24.1
8/26/2008,173837,34143,15960,47041,85253,107431,166437,170432,7401,3405,19.6,9.2,27.1,49,61.8,95.7,98,4.3,2,19,23.2,31.1,33.4,16.3,15.1,26.4,23
8/19/2008,173694,29323,17975,46891,91751,101007,167966,165874,5729,7821,16.9,10.3,27,52.8,58.2,96.7,95.5,3.3,4.5,19.7,25.7,32.2,34.8,16.3,15,25.9,22.1
8/12/2008,174348,31945,14762,46006,87632,106893,165583,167661,8765,6688,18.3,8.5,26.4,50.3,61.3,95,96.2,5,3.8,19.1,24.4,30.8,34,16.2,15.7,25.8,23.9
8/5/2008,196805,35350,13754,58772,94480,116089,188602,188615,8203,8190,18,7,29.9,48,59,95.8,95.8,4.2,4.2,19.5,23.6,30.4,33.3,14.6,14.7,23.3,22.2
7/29/2008,201013,32407,12724,65379,94352,116338,192138,194441,8875,6573,16.1,6.3,32.5,46.9,57.9,95.6,96.7,4.4,3.3,20.4,24.8,31.3,35.1,14.2,14.9,22.9,22
7/22/2008,199888,35312,9220,63133,92183,121582,190628,193936,9260,5952,17.7,4.6,31.6,46.1,60.8,95.4,97,4.6,3,19.4,24.4,30.2,35.4,14.3,16,23.1,23.9
7/15/2008,201476,35859,7519,61519,92144,125317,189522,194355,11954,7120,17.8,3.7,30.5,45.7,62.2,94.1,96.5,5.9,3.5,18.3,23.4,29.5,34.9,14.6,16.2,23.6,24.4
7/8/2008,211963,39429,8247,68731,91819,124789,199979,201767,11984,10196,18.6,3.9,32.4,43.3,58.9,94.3,95.2,5.7,4.8,17.6,22.3,28.3,33.8,14,15.5,22.3,23.7
7/1/2008,213618,43968,10224,65477,90960,128077,200404,203778,13214,9840,20.6,4.8,30.7,42.6,60,93.8,95.4,6.2,4.6,16.4,20.9,27.2,32.9,14.2,15.2,22.2,24
6/24/2008,203186,39817,11134,61981,87618,119510,189416,192626,13770,10560,19.6,5.5,30.5,43.1,58.8,93.2,94.8,6.8,5.2,16.5,21.5,27.4,33.6,14.6,16.1,21.9,24.6
6/17/2008,199685,36526,12597,56762,95591,120605,188879,189964,10805,9720,18.3,6.3,28.4,47.9,60.4,94.6,95.1,5.4,4.9,17.6,24.8,28.8,35.7,14.9,16.4,22.2,24.2
6/10/2008,219067,33330,13503,77319,97639,116898,208288,207720,10779,11347,15.2,6.2,35.3,44.6,53.4,95.1,94.8,4.9,5.2,16.5,21.8,27.1,33.2,13.8,14.9,20.7,21.3
6/3/2008,223174,34406,14245,77755,100345,120409,212506,212408,10668,10766,15.4,6.4,34.8,45,54,95.2,95.2,4.8,4.8,16.9,22.3,28,34,14,15.2,20.6,21.5
5/27/2008,219306,34580,14006,75082,99289,122415,208951,211504,10354,7802,15.8,6.4,34.2,45.3,55.8,95.3,96.4,4.7,3.6,16.7,22.3,28.1,34.1,14.2,15.6,21,22.2
5/20/2008,216891,35913,11747,72740,98056,125610,206709,210097,10182,6794,16.6,5.4,33.5,45.2,57.9,95.3,96.9,4.7,3.1,16.9,22.2,28.2,33.6,14.8,15.7,22,22.8
5/13/2008,212086,35943,11580,68213,98188,124150,202344,203944,9743,8143,16.9,5.5,32.2,46.3,58.5,95.4,96.2,4.6,3.8,17,21.7,28.7,33.7,15.2,15.5,22.6,22.8
5/6/2008,214412,35321,13770,69271,99640,125053,204232,208094,10180,6318,16.5,6.4,32.3,46.5,58.3,95.3,97.1,4.7,2.9,16.6,20.2,28.4,31.2,14.8,13.4,21.7,20.5
4/29/2008,215471,38168,12899,66583,101418,130279,206169,209761,9302,5710,17.7,6,30.9,47.1,60.5,95.7,97.3,4.3,2.7,16.9,19.9,28,31.6,14.8,13.1,21.6,20.5
4/22/2008,220179,38937,10268,68011,102773,135161,209720,213440,10459,6739,17.7,4.7,30.9,46.7,61.4,95.2,96.9,4.8,3.1,16.5,20.4,27.4,32,14.6,13.7,21.2,21.6
4/15/2008,229083,37938,9924,67182,110923,144327,216043,221433,13040,7650,16.6,4.3,29.3,48.4,63,94.3,96.7,5.7,3.3,21.7,26.1,32.2,36.7,14.1,13.7,20.5,21.8
4/8/2008,244336,40324,12053,87489,108604,139985,236417,239526,7920,4810,16.5,4.9,35.8,44.4,57.3,96.8,98,3.2,2,18.3,22.3,29.5,33.6,13.1,12.4,19.7,20.3
